transaction_id,account_id,tran_date,settle_date,merchant_id,transaction_type,amount_in_actual_currency,conversion_rate,final_amount,amount_settled
331,1057,2024-12-18,2024-12-20,2017,Credit,277.18,1.06,293.81,277.18
332,1004,2024-05-21,2024-05-24,2017,Debit,268.7,0.98,263.33,268.7
333,1017,2024-07-28,2024-07-30,2004,Debit,402.1,1.01,406.12,402.1
334,1012,2024-09-28,2024-09-29,2019,Credit,251.68,0.98,246.65,251.68
335,1007,2024-07-21,2024-07-25,2003,Debit,312.8,1.02,319.06,312.8
336,1081,2024-06-02,2024-06-03,2007,Credit,482.24,1.06,511.17,482.24
337,1026,2024-12-26,2024-12-28,2003,Debit,156.71,1.03,161.41,156.71
338,1073,2024-06-30,2024-07-03,2009,Debit,307.68,0.96,295.37,307.68
339,1100,2024-10-06,2024-10-08,2007,Credit,131.38,0.95,124.81,131.38
340,1083,2024-01-27,2024-01-29,2020,Credit,127.9,1.07,136.85,127.9
341,1010,2024-05-25,2024-05-29,2003,Credit,137.46,0.97,133.34,137.46
342,1002,2024-07-01,2024-07-05,2006,Debit,343.21,0.96,329.48,343.21
343,1037,2024-03-29,2024-03-30,2009,Debit,495.24,0.91,450.67,495.24
344,1031,2024-04-27,2024-04-29,2015,Credit,65.99,1.08,71.27,65.99
345,1014,2024-12-14,2024-12-16,2014,Debit,52.39,1.02,53.44,52.39
346,1091,2024-09-22,2024-09-26,2017,Credit,309.09,0.98,302.91,309.09
347,1024,2024-05-13,2024-05-17,2003,Debit,157.26,1.06,166.7,157.26
348,1001,2024-03-16,2024-03-19,2009,Debit,24.91,1.02,25.41,24.91
349,1036,2024-05-10,2024-05-13,2008,Credit,494.17,0.95,469.46,494.17
350,1053,2024-04-04,2024-04-06,2011,Debit,200.2,1.08,216.22,200.2
351,1090,2024-11-27,2024-11-28,2020,Debit,245.97,0.92,226.29,245.97
352,1041,2024-07-28,2024-07-30,2008,Debit,458.74,1.02,467.91,458.74
353,1054,2024-02-07,2024-02-09,2017,Credit,258.29,1.06,273.79,258.29
354,1077,2024-10-06,2024-10-10,2003,Credit,70.26,1.05,73.77,70.26
355,1097,2024-05-02,2024-05-05,2003,Debit,483.13,0.96,463.8,483.13
356,1042,2024-01-16,2024-01-18,2008,Debit,363.92,1.09,396.67,363.92
357,1050,2024-01-31,2024-02-01,2008,Debit,87.81,0.9,79.03,87.81
358,1021,2024-12-25,2024-12-26,2001,Credit,475.03,1.01,479.78,475.03
359,1076,2024-01-30,2024-02-02,2017,Debit,23.55,1.07,25.2,23.55
360,1097,2024-03-19,2024-03-22,2019,Debit,73.9,1.03,76.12,73.9
361,1016,2024-11-11,2024-11-13,2006,Debit,233.8,1.04,243.15,233.8
362,1053,2024-03-08,2024-03-11,2006,Credit,309.16,1.09,336.98,309.16
363,1059,2024-10-02,2024-10-06,2017,Debit,20.1,0.9,18.09,20.1
364,1039,2024-07-24,2024-07-27,2020,Credit,379.14,1.04,394.31,379.14
365,1090,2024-07-10,2024-07-11,2003,Credit,112.55,1.06,119.3,112.55
366,1084,2024-06-08,2024-06-11,2019,Debit,67.12,0.9,60.41,67.12
367,1093,2024-05-04,2024-05-05,2011,Credit,114.91,0.96,110.31,114.91
368,1085,2024-05-16,2024-05-19,2005,Debit,473.63,0.96,454.68,473.63
369,1029,2024-11-24,2024-11-26,2004,Credit,191.76,1.1,210.94,191.76
370,1050,2024-04-19,2024-04-23,2013,Debit,355.73,1.0,355.73,355.73
371,1080,2024-07-18,2024-07-20,2013,Credit,184.66,0.99,182.81,184.66
372,1096,2024-08-12,2024-08-15,2015,Credit,324.77,1.06,344.26,324.77
373,1016,2024-04-14,2024-04-15,2006,Credit,202.88,1.0,202.88,202.88
374,1094,2024-02-26,2024-02-29,2020,Debit,146.15,0.91,133.0,146.15
375,1079,2024-10-18,2024-10-21,2018,Credit,403.65,1.1,444.02,403.65
376,1041,2024-12-30,2025-01-02,2017,Credit,397.62,0.93,369.79,397.62
377,1080,2024-11-25,2024-11-26,2014,Debit,23.06,0.99,22.83,23.06
378,1079,2024-02-27,2024-02-29,2017,Credit,240.15,1.01,242.55,240.15
379,1086,2024-12-26,2024-12-28,2012,Credit,196.43,1.08,212.14,196.43
380,1030,2024-07-07,2024-07-11,2009,Debit,147.47,0.96,141.57,147.47
381,1031,2024-12-09,2024-12-12,2016,Debit,462.6,0.91,420.97,462.6
382,1078,2024-08-07,2024-08-09,2001,Debit,476.4,1.0,476.4,476.4
383,1032,2024-11-14,2024-11-17,2008,Credit,281.72,1.06,298.62,281.72
384,1097,2024-07-24,2024-07-27,2020,Debit,51.94,1.06,55.06,51.94
385,1085,2024-02-22,2024-02-25,2005,Debit,488.49,1.06,517.8,488.49
386,1030,2024-06-20,2024-06-24,2017,Debit,294.96,1.08,318.56,294.96
387,1027,2024-04-04,2024-04-07,2015,Debit,206.21,0.9,185.59,206.21
388,1011,2024-10-02,2024-10-06,2008,Credit,407.91,0.92,375.28,407.91
389,1004,2024-06-16,2024-06-18,2018,Credit,224.23,1.08,242.17,224.23
390,1024,2024-06-16,2024-06-19,2015,Debit,86.39,0.92,79.48,86.39
391,1058,2024-06-05,2024-06-08,2019,Credit,162.8,0.95,154.66,162.8
392,1063,2024-11-07,2024-11-11,2002,Credit,185.53,1.08,200.37,185.53
393,1040,2024-03-09,2024-03-13,2015,Debit,198.32,1.04,206.25,198.32
394,1087,2024-02-06,2024-02-07,2008,Debit,242.12,1.1,266.33,242.12
395,1023,2024-05-26,2024-05-27,2008,Credit,120.9,1.01,122.11,120.9
396,1008,2024-02-04,2024-02-05,2012,Credit,394.04,1.04,409.8,394.04
397,1003,2024-01-12,2024-01-16,2007,Debit,181.09,1.04,188.33,181.09
398,1036,2024-01-30,2024-02-02,2006,Debit,365.92,1.0,365.92,365.92
399,1087,2024-07-12,2024-07-13,2015,Debit,355.99,0.99,352.43,355.99
400,1091,2024-03-21,2024-03-24,2002,Debit,342.98,1.0,342.98,342.98
401,1064,2024-11-21,2024-11-25,2018,Debit,54.47,0.92,50.11,54.47
402,1034,2024-03-19,2024-03-21,2003,Debit,79.31,0.91,72.17,79.31
403,1076,2024-08-11,2024-08-14,2011,Credit,372.12,0.97,360.96,372.12
404,1029,2024-08-29,2024-08-31,2002,Debit,131.06,1.04,136.3,131.06
405,1045,2024-12-19,2024-12-20,2009,Debit,233.57,0.96,224.23,233.57
406,1067,2024-10-29,2024-11-01,2014,Debit,366.01,0.99,362.35,366.01
407,1071,2024-02-13,2024-02-16,2020,Credit,138.37,0.99,136.99,138.37
408,1094,2024-06-16,2024-06-18,2020,Debit,82.98,0.93,77.17,82.98
409,1018,2024-11-15,2024-11-17,2006,Debit,380.52,0.94,357.69,380.52
410,1034,2024-02-25,2024-02-28,2006,Debit,100.55,0.93,93.51,100.55
411,1089,2024-05-06,2024-05-07,2002,Credit,404.26,0.96,388.09,404.26
412,1089,2024-04-20,2024-04-21,2009,Credit,299.75,1.03,308.74,299.75
413,1062,2024-12-06,2024-12-10,2015,Debit,419.24,0.96,402.47,419.24
414,1091,2024-10-23,2024-10-26,2017,Credit,366.19,1.01,369.85,366.19
415,1046,2024-09-27,2024-09-28,2018,Debit,416.8,0.91,379.29,416.8
416,1099,2024-08-10,2024-08-11,2002,Credit,273.48,1.04,284.42,273.48
417,1042,2024-07-19,2024-07-22,2017,Debit,292.14,1.03,300.9,292.14
418,1058,2024-01-09,2024-01-10,2002,Debit,383.24,1.0,383.24,383.24
419,1080,2024-04-23,2024-04-25,2020,Credit,129.6,0.98,127.01,129.6
420,1033,2024-12-24,2024-12-28,2019,Credit,133.78,1.01,135.12,133.78
421,1006,2024-05-08,2024-05-12,2004,Credit,99.79,1.09,108.77,99.79
422,1067,2024-05-05,2024-05-06,2016,Credit,23.29,0.95,22.13,23.29
423,1063,2024-02-27,2024-02-29,2008,Credit,105.26,0.99,104.21,105.26
424,1055,2024-11-10,2024-11-14,2003,Credit,410.9,0.96,394.46,410.9
425,1040,2024-02-02,2024-02-04,2011,Credit,282.24,1.04,293.53,282.24
426,1073,2024-04-02,2024-04-06,2019,Credit,15.88,1.01,16.04,15.88
427,1019,2024-01-13,2024-01-15,2020,Credit,452.43,1.05,475.05,452.43
428,1011,2024-04-14,2024-04-16,2009,Credit,369.89,0.9,332.9,369.89
429,1001,2024-08-26,2024-08-30,2013,Credit,249.61,0.94,234.63,249.61
430,1074,2024-07-27,2024-07-28,2005,Debit,194.41,0.97,188.58,194.41
431,1043,2024-03-21,2024-03-23,2012,Debit,75.24,0.96,72.23,75.24
432,1062,2024-08-04,2024-08-06,2015,Debit,162.77,1.09,177.42,162.77
433,1044,2024-09-01,2024-09-05,2005,Debit,193.51,0.93,179.96,193.51
434,1018,2024-12-21,2024-12-24,2017,Debit,74.73,0.97,72.49,74.73
435,1091,2024-01-19,2024-01-22,2005,Credit,66.6,0.92,61.27,66.6
436,1022,2024-06-19,2024-06-21,2017,Debit,216.56,1.01,218.73,216.56
437,1056,2024-07-03,2024-07-05,2003,Credit,315.19,0.94,296.28,315.19
438,1091,2024-04-16,2024-04-18,2003,Debit,111.28,0.99,110.17,111.28
439,1034,2024-11-10,2024-11-13,2009,Credit,396.8,1.1,436.48,396.8
440,1060,2024-09-17,2024-09-19,2018,Debit,83.63,0.95,79.45,83.63
441,1094,2024-12-05,2024-12-08,2017,Debit,366.58,1.07,392.24,366.58
442,1035,2024-03-18,2024-03-22,2001,Credit,83.65,0.9,75.29,83.65
443,1042,2024-12-13,2024-12-14,2003,Debit,126.44,1.08,136.56,126.44
444,1005,2024-03-03,2024-03-04,2016,Debit,381.14,1.09,415.44,381.14
445,1012,2024-09-02,2024-09-03,2015,Credit,386.02,1.03,397.6,386.02
446,1094,2024-09-07,2024-09-09,2017,Debit,397.43,0.96,381.53,397.43
447,1035,2024-05-10,2024-05-14,2016,Credit,256.29,0.92,235.79,256.29
448,1079,2024-02-19,2024-02-23,2004,Debit,323.84,0.97,314.12,323.84
449,1069,2024-01-13,2024-01-14,2014,Debit,240.08,0.95,228.08,240.08
450,1009,2024-10-25,2024-10-26,2014,Credit,144.49,1.0,144.49,144.49
451,1057,2024-04-26,2024-04-30,2011,Debit,339.55,1.03,349.74,339.55
452,1015,2024-03-21,2024-03-23,2020,Debit,62.37,0.97,60.5,62.37
453,1026,2024-02-02,2024-02-04,2005,Credit,197.23,1.04,205.12,197.23
454,1041,2024-04-21,2024-04-25,2005,Credit,123.16,0.91,112.08,123.16
455,1013,2024-06-19,2024-06-21,2012,Credit,431.54,1.1,474.69,431.54
456,1091,2024-11-27,2024-11-30,2011,Debit,228.97,1.0,228.97,228.97
457,1081,2024-09-02,2024-09-04,2012,Debit,358.68,1.08,387.37,358.68
458,1096,2024-09-05,2024-09-07,2007,Debit,25.3,1.05,26.56,25.3
459,1018,2024-09-18,2024-09-21,2020,Credit,82.02,0.92,75.46,82.02
460,1024,2024-12-02,2024-12-06,2003,Debit,352.2,0.97,341.63,352.2
461,1056,2024-11-15,2024-11-16,2011,Credit,166.16,0.93,154.53,166.16
462,1004,2024-05-05,2024-05-08,2001,Credit,76.45,0.92,70.33,76.45
463,1053,2024-03-17,2024-03-20,2020,Credit,32.39,0.94,30.45,32.39
464,1099,2024-08-31,2024-09-03,2019,Credit,353.54,0.99,350.0,353.54
465,1063,2024-10-15,2024-10-18,2003,Debit,102.54,1.01,103.57,102.54
466,1007,2024-08-31,2024-09-03,2016,Debit,476.48,1.05,500.3,476.48
467,1064,2024-01-08,2024-01-10,2016,Credit,421.2,0.9,379.08,421.2
468,1079,2024-05-17,2024-05-20,2018,Debit,375.85,0.96,360.82,375.85
469,1004,2024-06-08,2024-06-10,2003,Credit,351.27,1.08,379.37,351.27
470,1033,2024-02-29,2024-03-03,2011,Credit,384.57,1.06,407.64,384.57
471,1031,2024-03-09,2024-03-13,2005,Debit,360.19,0.91,327.77,360.19
472,1016,2024-07-19,2024-07-22,2015,Credit,319.55,1.06,338.72,319.55
473,1009,2024-08-31,2024-09-02,2014,Debit,76.7,0.94,72.1,76.7
474,1061,2024-01-20,2024-01-23,2013,Debit,87.71,0.94,82.45,87.71
475,1069,2024-10-05,2024-10-07,2016,Debit,466.76,0.92,429.42,466.76
476,1040,2024-12-07,2024-12-08,2017,Debit,281.81,0.96,270.54,281.81
477,1061,2024-11-08,2024-11-12,2011,Debit,384.4,1.01,388.24,384.4
478,1011,2024-01-07,2024-01-10,2010,Credit,431.7,1.01,436.02,431.7
479,1040,2024-01-23,2024-01-27,2018,Debit,300.91,1.06,318.96,300.91
480,1088,2024-08-13,2024-08-16,2004,Credit,337.57,1.05,354.45,337.57
481,1017,2024-04-11,2024-04-13,2006,Debit,310.84,0.98,304.62,310.84
482,1034,2024-12-15,2024-12-18,2007,Debit,331.4,1.03,341.34,331.4
483,1040,2024-12-28,2024-12-30,2003,Credit,290.1,1.04,301.7,290.1
484,1036,2024-05-20,2024-05-21,2018,Credit,153.49,0.94,144.28,153.49
485,1028,2024-09-20,2024-09-22,2015,Debit,382.09,0.92,351.52,382.09
486,1025,2024-07-06,2024-07-10,2002,Debit,154.08,1.08,166.41,154.08
487,1064,2024-08-12,2024-08-16,2012,Credit,371.45,1.09,404.88,371.45
488,1005,2024-12-12,2024-12-15,2001,Debit,407.61,0.91,370.93,407.61
489,1019,2024-01-20,2024-01-22,2008,Credit,146.5,1.08,158.22,146.5
490,1087,2024-10-02,2024-10-03,2004,Credit,56.74,1.01,57.31,56.74
491,1040,2024-12-08,2024-12-10,2003,Credit,25.93,0.91,23.6,25.93
492,1022,2024-03-05,2024-03-09,2008,Debit,428.36,0.97,415.51,428.36
493,1071,2024-02-11,2024-02-12,2006,Credit,197.49,0.96,189.59,197.49
494,1031,2024-04-12,2024-04-15,2014,Debit,414.13,1.07,443.12,414.13
495,1072,2024-11-15,2024-11-19,2017,Debit,246.68,1.08,266.41,246.68
496,1093,2024-10-12,2024-10-16,2008,Credit,385.75,1.04,401.18,385.75
497,1051,2024-12-09,2024-12-12,2019,Credit,279.15,0.92,256.82,279.15
498,1043,2024-10-14,2024-10-18,2013,Credit,37.6,1.02,38.35,37.6
499,1055,2024-09-23,2024-09-25,2001,Debit,449.69,0.91,409.22,449.69
500,1009,2024-12-10,2024-12-12,2011,Debit,231.3,0.96,222.05,231.3
501,1041,2024-04-05,2024-04-08,2003,Credit,155.99,0.93,145.07,155.99
502,1093,2024-09-04,2024-09-08,2004,Debit,286.06,1.05,300.36,286.06
503,1085,2024-04-06,2024-04-09,2016,Debit,333.05,1.02,339.71,333.05
504,1035,2024-08-22,2024-08-24,2006,Debit,368.88,0.92,339.37,368.88
505,1040,2024-07-06,2024-07-07,2003,Debit,44.52,0.93,41.4,44.52
506,1089,2024-05-21,2024-05-24,2010,Debit,21.59,1.09,23.53,21.59
507,1067,2024-05-07,2024-05-08,2002,Credit,199.29,0.92,183.35,199.29
508,1009,2024-01-28,2024-02-01,2018,Credit,72.08,1.04,74.96,72.08
509,1002,2024-11-11,2024-11-13,2008,Credit,115.84,1.0,115.84,115.84
510,1029,2024-01-24,2024-01-25,2019,Debit,300.37,0.92,276.34,300.37
511,1030,2024-03-20,2024-03-23,2005,Credit,424.87,0.98,416.37,424.87
512,1100,2024-12-26,2024-12-29,2011,Credit,21.12,0.93,19.64,21.12
513,1050,2024-11-21,2024-11-22,2012,Debit,350.47,1.01,353.97,350.47
514,1083,2024-04-02,2024-04-06,2012,Debit,142.13,1.02,144.97,142.13
515,1087,2024-03-22,2024-03-23,2014,Debit,215.37,1.09,234.75,215.37
516,1030,2024-06-30,2024-07-01,2006,Credit,289.67,1.04,301.26,289.67
517,1098,2024-03-22,2024-03-24,2011,Debit,137.33,0.95,130.46,137.33
518,1006,2024-06-14,2024-06-16,2005,Debit,239.15,0.99,236.76,239.15
519,1090,2024-04-21,2024-04-22,2007,Debit,64.37,1.07,68.88,64.37
520,1026,2024-12-02,2024-12-06,2019,Debit,174.38,0.97,169.15,174.38
521,1008,2024-01-06,2024-01-08,2013,Credit,492.99,0.91,448.62,492.99
522,1030,2024-02-04,2024-02-07,2004,Credit,470.95,0.99,466.24,470.95
523,1013,2024-03-19,2024-03-22,2016,Credit,381.89,1.01,385.71,381.89
524,1014,2024-06-09,2024-06-11,2004,Credit,262.99,1.01,265.62,262.99
525,1092,2024-10-22,2024-10-25,2002,Credit,24.45,1.07,26.16,24.45
526,1049,2024-07-10,2024-07-13,2005,Debit,58.41,1.03,60.16,58.41
527,1079,2024-03-14,2024-03-15,2002,Debit,143.09,1.0,143.09,143.09
528,1097,2024-02-07,2024-02-10,2010,Debit,74.31,0.98,72.82,74.31
529,1036,2024-01-05,2024-01-07,2002,Debit,244.97,1.0,244.97,244.97
530,1063,2024-09-11,2024-09-12,2008,Credit,42.22,0.96,40.53,42.22
531,1062,2024-04-15,2024-04-18,2001,Debit,257.76,0.91,234.56,257.76
532,1090,2024-11-07,2024-11-09,2016,Debit,167.49,0.91,152.42,167.49
533,1042,2024-11-29,2024-11-30,2017,Credit,196.84,1.01,198.81,196.84
534,1099,2024-04-21,2024-04-24,2007,Credit,126.46,0.92,116.34,126.46
535,1013,2024-12-04,2024-12-06,2019,Debit,31.55,1.05,33.13,31.55
536,1090,2024-09-23,2024-09-27,2007,Credit,124.3,1.05,130.52,124.3
537,1062,2024-08-29,2024-08-31,2002,Credit,96.44,1.08,104.16,96.44
538,1055,2024-05-06,2024-05-10,2005,Credit,29.35,0.92,27.0,29.35
539,1009,2024-07-05,2024-07-08,2003,Debit,282.46,0.98,276.81,282.46
540,1090,2024-01-14,2024-01-16,2010,Credit,102.94,0.94,96.76,102.94
541,1087,2024-06-28,2024-06-30,2020,Debit,263.75,0.95,250.56,263.75
542,1019,2024-12-29,2025-01-02,2014,Debit,240.57,0.97,233.35,240.57
543,1014,2024-11-30,2024-12-04,2016,Credit,130.76,0.91,118.99,130.76
544,1012,2024-01-14,2024-01-18,2019,Debit,340.91,0.94,320.46,340.91
545,1006,2024-09-10,2024-09-13,2014,Credit,360.37,1.01,363.97,360.37
546,1034,2024-09-23,2024-09-24,2019,Credit,487.6,0.96,468.1,487.6
547,1014,2024-06-21,2024-06-24,2020,Credit,450.5,0.96,432.48,450.5
548,1019,2024-04-13,2024-04-15,2008,Credit,459.89,0.98,450.69,459.89
549,1065,2024-12-08,2024-12-12,2010,Credit,168.81,0.97,163.75,168.81
550,1069,2024-12-16,2024-12-17,2003,Debit,85.5,1.1,94.05,85.5
551,1042,2024-08-12,2024-08-13,2018,Credit,350.43,0.94,329.4,350.43
552,1078,2024-02-20,2024-02-24,2016,Debit,406.4,0.96,390.14,406.4
553,1056,2024-08-10,2024-08-13,2017,Debit,370.03,0.91,336.73,370.03
554,1014,2024-11-25,2024-11-29,2007,Debit,487.73,0.96,468.22,487.73
555,1028,2024-12-25,2024-12-29,2005,Credit,23.9,1.01,24.14,23.9
556,1005,2024-08-05,2024-08-06,2005,Credit,349.17,0.95,331.71,349.17
557,1077,2024-12-15,2024-12-17,2018,Credit,262.23,1.03,270.1,262.23
558,1085,2024-04-06,2024-04-09,2020,Credit,67.58,1.08,72.99,67.58
559,1072,2024-03-26,2024-03-28,2007,Credit,134.6,0.97,130.56,134.6
560,1021,2024-01-25,2024-01-29,2009,Debit,389.46,0.94,366.09,389.46
561,1005,2024-05-31,2024-06-02,2006,Debit,84.87,0.96,81.48,84.87
562,1094,2024-02-24,2024-02-25,2015,Credit,467.59,0.99,462.91,467.59
563,1087,2024-07-24,2024-07-28,2003,Credit,371.08,0.92,341.39,371.08
564,1016,2024-01-31,2024-02-02,2003,Debit,478.62,0.93,445.12,478.62
565,1086,2024-06-03,2024-06-05,2009,Credit,412.0,0.95,391.4,412.0
566,1010,2024-08-07,2024-08-10,2018,Debit,274.03,1.03,282.25,274.03
567,1039,2024-12-08,2024-12-09,2013,Debit,444.33,1.01,448.77,444.33
568,1083,2024-10-14,2024-10-18,2015,Debit,255.89,1.08,276.36,255.89
569,1094,2024-11-29,2024-12-02,2014,Debit,355.68,1.06,377.02,355.68
570,1076,2024-08-25,2024-08-27,2010,Debit,140.61,1.09,153.26,140.61
571,1019,2024-03-14,2024-03-18,2017,Debit,476.55,0.98,467.02,476.55
572,1052,2024-06-10,2024-06-12,2019,Debit,59.33,1.03,61.11,59.33
573,1062,2024-07-20,2024-07-22,2017,Debit,314.83,0.97,305.39,314.83
574,1027,2024-02-25,2024-02-27,2005,Debit,161.17,1.01,162.78,161.17
575,1027,2024-02-04,2024-02-08,2005,Credit,428.48,1.03,441.33,428.48
576,1080,2024-06-13,2024-06-14,2017,Credit,283.74,0.96,272.39,283.74
577,1067,2024-08-06,2024-08-08,2005,Credit,324.46,0.9,292.01,324.46
578,1062,2024-01-16,2024-01-18,2019,Credit,319.68,1.09,348.45,319.68
579,1056,2024-08-06,2024-08-08,2001,Credit,241.82,1.03,249.07,241.82
580,1064,2024-12-28,2024-12-31,2014,Debit,71.63,1.05,75.21,71.63
581,1042,2024-05-06,2024-05-09,2003,Debit,215.26,0.93,200.19,215.26
582,1080,2024-12-07,2024-12-09,2002,Debit,87.91,0.93,81.76,87.91
583,1018,2024-01-30,2024-01-31,2013,Debit,93.13,1.04,96.86,93.13
584,1099,2024-03-15,2024-03-16,2018,Credit,268.44,1.0,268.44,268.44
585,1063,2024-02-13,2024-02-16,2001,Debit,37.97,1.09,41.39,37.97
586,1066,2024-04-10,2024-04-14,2020,Credit,122.64,1.09,133.68,122.64
587,1091,2024-02-19,2024-02-20,2007,Debit,216.41,0.95,205.59,216.41
588,1054,2024-05-05,2024-05-09,2020,Credit,415.6,1.09,453.0,415.6
589,1055,2024-12-03,2024-12-06,2016,Debit,97.03,1.1,106.73,97.03
590,1047,2024-02-11,2024-02-15,2004,Credit,11.27,0.91,10.26,11.27
591,1040,2024-01-15,2024-01-19,2005,Credit,262.26,1.01,264.88,262.26
592,1065,2024-05-28,2024-06-01,2019,Debit,296.06,0.98,290.14,296.06
593,1036,2024-07-15,2024-07-16,2013,Credit,349.22,0.96,335.25,349.22
594,1054,2024-09-04,2024-09-06,2004,Debit,112.52,1.03,115.9,112.52
595,1068,2024-10-22,2024-10-26,2013,Credit,296.31,0.99,293.35,296.31
596,1051,2024-05-08,2024-05-11,2008,Credit,54.66,1.0,54.66,54.66
597,1037,2024-03-20,2024-03-21,2015,Debit,483.72,1.01,488.56,483.72
598,1020,2024-03-31,2024-04-01,2012,Credit,329.42,1.06,349.19,329.42
599,1023,2024-11-29,2024-12-01,2007,Credit,388.29,0.97,376.64,388.29
600,1030,2024-06-22,2024-06-26,2014,Debit,153.76,0.95,146.07,153.76
601,1079,2024-08-02,2024-08-03,2002,Debit,290.93,0.95,276.38,290.93
602,1094,2024-06-23,2024-06-26,2004,Credit,266.25,1.04,276.9,266.25
603,1091,2024-06-07,2024-06-09,2004,Credit,34.85,1.0,34.85,34.85
604,1019,2024-10-16,2024-10-19,2015,Debit,29.16,1.04,30.33,29.16
605,1076,2024-12-29,2025-01-01,2013,Debit,346.57,1.03,356.97,346.57
606,1097,2024-07-03,2024-07-07,2007,Debit,343.0,0.97,332.71,343.0
607,1074,2024-06-03,2024-06-06,2015,Debit,75.78,0.98,74.26,75.78
608,1014,2024-02-20,2024-02-22,2009,Credit,402.19,1.09,438.39,402.19
609,1073,2024-07-25,2024-07-26,2007,Credit,204.52,0.96,196.34,204.52
610,1060,2024-01-16,2024-01-20,2007,Debit,347.03,1.02,353.97,347.03
611,1015,2024-01-06,2024-01-08,2007,Credit,39.01,1.01,39.4,39.01
612,1016,2024-05-31,2024-06-02,2013,Credit,44.54,1.08,48.1,44.54
613,1006,2024-09-12,2024-09-14,2015,Debit,218.49,0.98,214.12,218.49
614,1004,2024-02-18,2024-02-21,2017,Credit,62.25,1.02,63.5,62.25
615,1009,2024-07-09,2024-07-12,2001,Debit,245.79,0.92,226.13,245.79
616,1089,2024-09-06,2024-09-07,2015,Debit,223.57,1.09,243.69,223.57
617,1082,2024-10-29,2024-11-01,2011,Credit,370.05,1.02,377.45,370.05
618,1027,2024-03-12,2024-03-16,2003,Credit,248.26,0.93,230.88,248.26
619,1006,2024-07-02,2024-07-05,2002,Debit,415.26,0.99,411.11,415.26
620,1007,2024-04-28,2024-05-01,2001,Credit,299.18,0.92,275.25,299.18
621,1001,2024-06-27,2024-07-01,2006,Credit,408.43,0.9,367.59,408.43
622,1092,2024-09-08,2024-09-11,2017,Debit,69.3,1.04,72.07,69.3
623,1036,2024-09-07,2024-09-10,2013,Credit,274.48,0.92,252.52,274.48
624,1081,2024-03-20,2024-03-22,2001,Credit,127.78,0.91,116.28,127.78
625,1071,2024-10-11,2024-10-13,2016,Debit,467.56,1.0,467.56,467.56
626,1082,2024-11-06,2024-11-07,2005,Credit,41.95,0.96,40.27,41.95
627,1045,2024-06-09,2024-06-12,2012,Debit,403.93,0.96,387.77,403.93
628,1085,2024-12-08,2024-12-11,2017,Debit,257.76,1.04,268.07,257.76
629,1035,2024-09-10,2024-09-11,2012,Debit,387.75,1.07,414.89,387.75
630,1003,2024-09-10,2024-09-14,2018,Credit,45.46,1.07,48.64,45.46
631,1035,2024-01-02,2024-01-06,2017,Credit,361.52,0.96,347.06,361.52
632,1081,2024-10-15,2024-10-16,2007,Credit,292.52,0.94,274.97,292.52
633,1097,2024-02-18,2024-02-21,2009,Debit,185.7,1.07,198.7,185.7
634,1087,2024-08-24,2024-08-28,2004,Credit,294.89,1.07,315.53,294.89
635,1062,2024-10-14,2024-10-16,2009,Credit,456.45,0.99,451.89,456.45
636,1082,2024-11-26,2024-11-27,2002,Debit,15.67,1.07,16.77,15.67
637,1024,2024-07-14,2024-07-15,2011,Credit,125.29,0.93,116.52,125.29
638,1079,2024-09-14,2024-09-17,2010,Debit,73.16,1.09,79.74,73.16
639,1042,2024-06-19,2024-06-22,2017,Credit,105.89,0.98,103.77,105.89
640,1087,2024-02-26,2024-03-01,2001,Credit,436.86,1.07,467.44,436.86
641,1016,2024-09-18,2024-09-20,2008,Debit,452.43,0.97,438.86,452.43
642,1072,2024-11-03,2024-11-05,2009,Debit,351.24,1.04,365.29,351.24
643,1008,2024-01-17,2024-01-18,2006,Credit,145.63,0.9,131.07,145.63
644,1021,2024-07-07,2024-07-08,2014,Debit,36.78,1.01,37.15,36.78
645,1083,2024-02-17,2024-02-19,2001,Debit,54.17,0.99,53.63,54.17
646,1051,2024-08-25,2024-08-29,2015,Debit,294.56,1.0,294.56,294.56
647,1011,2024-05-03,2024-05-04,2002,Debit,173.55,0.91,157.93,173.55
648,1019,2024-08-18,2024-08-20,2001,Credit,47.75,1.06,50.62,47.75
649,1090,2024-04-22,2024-04-26,2004,Credit,273.14,1.05,286.8,273.14
650,1037,2024-05-04,2024-05-06,2014,Credit,257.19,0.93,239.19,257.19
651,1016,2024-10-11,2024-10-13,2001,Credit,333.12,1.08,359.77,333.12
652,1059,2024-12-11,2024-12-13,2005,Debit,250.03,0.98,245.03,250.03
653,1071,2024-06-05,2024-06-09,2016,Debit,188.2,1.06,199.49,188.2
654,1028,2024-04-04,2024-04-08,2011,Debit,151.38,1.07,161.98,151.38
655,1003,2024-10-11,2024-10-13,2016,Debit,316.32,0.92,291.01,316.32
656,1088,2024-03-29,2024-04-02,2013,Debit,422.73,0.91,384.68,422.73
657,1038,2024-12-08,2024-12-11,2001,Debit,247.81,0.91,225.51,247.81
658,1002,2024-05-25,2024-05-29,2018,Debit,293.92,0.98,288.04,293.92
659,1056,2024-01-25,2024-01-28,2007,Debit,229.69,1.01,231.99,229.69
660,1083,2024-01-09,2024-01-10,2002,Credit,328.75,1.0,328.75,328.75
661,1033,2024-11-08,2024-11-11,2008,Credit,126.46,1.04,131.52,126.46
