transaction_id,account_id,tran_date,settle_date,merchant_id,transaction_type,amount_in_actual_currency,conversion_rate
409,2632,2024-10-23,2024-10-24,2795,Credit,168.16,0.97
410,2621,2024-02-29,2024-03-04,2266,Credit,396.91,0.93
411,1818,2024-11-24,2024-11-28,2795,Debit,403.25,0.95
412,2316,2024-10-28,2024-11-01,2495,Credit,223.37,0.92
413,2093,2024-01-03,2024-01-07,2150,Debit,29.75,0.91
414,1456,2024-11-15,2024-11-17,2357,Credit,126.31,0.97
415,1506,2024-01-01,2024-01-02,2017,Debit,326.45,0.99
416,2819,2024-05-26,2024-05-30,2111,Credit,237.55,1.05
417,1376,2024-12-05,2024-12-09,2905,Debit,332.55,0.9
418,1023,2024-03-14,2024-03-15,2600,Debit,261.13,1.05
419,2107,2024-11-23,2024-11-26,2014,Debit,237.67,1.0
420,1260,2024-01-15,2024-01-19,2878,Credit,129.86,0.97
421,2696,2024-06-14,2024-06-17,2019,Debit,11.97,0.96
422,1293,2024-10-14,2024-10-15,2858,Debit,467.31,1.04
423,2467,2024-11-14,2024-11-18,2466,Credit,388.55,0.96
424,1595,2024-01-13,2024-01-16,2784,Debit,442.15,0.96
425,1562,2024-03-14,2024-03-16,2594,Debit,17.75,0.9
426,2490,2024-12-02,2024-12-03,2498,Debit,81.45,1.08
427,2797,2024-06-02,2024-06-04,2093,Debit,375.43,0.9
428,2504,2024-06-16,2024-06-20,2750,Credit,128.09,1.08
429,2948,2024-09-12,2024-09-15,2647,Credit,425.81,1.03
430,1193,2024-10-01,2024-10-04,2280,Credit,487.92,0.9
431,2251,2024-07-14,2024-07-18,2376,Debit,27.08,1.08
432,2839,2024-01-31,2024-02-03,2501,Credit,124.61,1.04
433,1545,2024-05-02,2024-05-05,2485,Debit,372.41,1.08
434,2994,2024-10-15,2024-10-17,2068,Credit,392.87,0.97
435,2238,2024-10-09,2024-10-11,2666,Debit,297.55,1.03
436,2063,2024-06-07,2024-06-11,2482,Debit,190.8,0.93
437,2426,2024-06-13,2024-06-17,2811,Credit,290.87,1.01
438,2435,2024-11-01,2024-11-04,2484,Credit,99.2,1.05
439,1910,2024-04-28,2024-04-29,2738,Debit,229.46,0.99
440,1467,2024-05-05,2024-05-07,2512,Credit,119.23,1.07
441,2047,2024-02-07,2024-02-11,2802,Debit,421.89,1.05
442,2010,2024-09-03,2024-09-04,2266,Debit,65.52,1.09
443,1081,2024-01-27,2024-01-29,2105,Credit,146.75,0.95
444,2370,2024-08-13,2024-08-14,2289,Debit,228.13,1.04
445,1865,2024-09-26,2024-09-29,2698,Debit,429.35,1.01
446,1181,2024-02-11,2024-02-12,2018,Credit,323.81,1.09
447,2514,2024-07-06,2024-07-08,2987,Credit,448.1,0.97
448,1664,2024-06-26,2024-06-28,2095,Debit,269.95,1.09
449,2233,2024-02-24,2024-02-25,2131,Debit,208.92,1.06
450,2658,2024-09-07,2024-09-08,2891,Debit,26.64,1.03
451,2438,2024-08-02,2024-08-04,2225,Credit,92.71,0.91
452,2713,2024-03-17,2024-03-19,2191,Credit,110.15,1.08
453,2151,2024-04-24,2024-04-28,2658,Debit,137.47,0.98
454,1478,2024-09-21,2024-09-25,2515,Debit,318.27,1.0
455,1079,2024-11-23,2024-11-26,2158,Credit,135.84,1.03
456,2381,2024-10-27,2024-10-31,2950,Debit,268.48,0.9
457,2411,2024-03-20,2024-03-24,2127,Debit,488.97,0.91
458,2163,2024-05-04,2024-05-06,2161,Debit,384.0,1.07
459,2643,2024-05-20,2024-05-21,2270,Credit,187.53,0.91
460,1531,2024-07-24,2024-07-25,2068,Debit,268.71,0.93
461,2754,2024-07-19,2024-07-20,2855,Credit,54.65,1.02
462,2321,2024-04-16,2024-04-20,2182,Debit,497.82,1.0
463,2342,2024-10-25,2024-10-29,2144,Debit,268.06,0.99
464,1865,2024-03-14,2024-03-16,2370,Debit,280.02,1.03
465,1122,2024-06-17,2024-06-18,2033,Credit,55.79,0.93
466,1704,2024-04-02,2024-04-06,2579,Credit,381.7,1.0
467,1918,2024-06-05,2024-06-08,2384,Debit,287.38,0.99
468,1298,2024-05-18,2024-05-20,2706,Debit,446.81,1.07
469,2628,2024-07-10,2024-07-14,2694,Debit,425.58,0.96
470,1986,2024-11-21,2024-11-25,2673,Credit,256.37,0.91
471,1767,2024-10-01,2024-10-02,2092,Credit,141.64,0.99
472,1267,2024-10-14,2024-10-15,2905,Credit,491.98,1.06
473,1573,2024-07-22,2024-07-26,2158,Debit,403.08,1.05
474,1025,2024-07-21,2024-07-23,2475,Debit,460.17,1.1
475,1763,2024-09-07,2024-09-11,2705,Debit,198.94,0.93
476,2243,2024-10-26,2024-10-30,2788,Debit,242.18,0.96
477,2703,2024-02-13,2024-02-15,2210,Credit,328.08,0.98
478,1689,2024-09-17,2024-09-19,2831,Credit,275.7,0.95
479,2279,2024-07-19,2024-07-23,2990,Credit,141.48,0.91
480,1391,2024-11-06,2024-11-10,2907,Credit,105.85,0.99
481,1702,2024-09-26,2024-09-30,2310,Credit,129.26,0.91
482,1776,2024-12-23,2024-12-24,2572,Debit,348.36,1.0
483,1623,2024-09-01,2024-09-02,2892,Credit,379.62,1.07
484,1487,2024-09-25,2024-09-27,2706,Debit,445.81,0.98
485,1567,2024-07-20,2024-07-23,2697,Credit,153.08,1.03
486,1540,2024-04-18,2024-04-21,2515,Credit,201.09,1.06
487,2591,2024-09-04,2024-09-06,2287,Debit,325.9,1.03
488,2522,2024-02-28,2024-03-03,2919,Credit,425.15,1.0
489,1487,2024-05-18,2024-05-22,2307,Credit,157.57,1.09
490,2253,2024-12-15,2024-12-18,2762,Debit,340.87,1.09
491,1373,2024-04-03,2024-04-05,2619,Debit,185.2,1.07
492,2801,2024-02-14,2024-02-17,2002,Credit,254.33,1.05
493,1674,2024-04-21,2024-04-25,2068,Credit,273.93,0.94
494,2776,2024-05-03,2024-05-05,2935,Debit,424.8,0.96
495,2730,2024-01-14,2024-01-17,2783,Credit,85.65,1.03
496,1877,2024-10-04,2024-10-07,2793,Credit,489.28,0.93
497,1068,2024-05-02,2024-05-06,2992,Debit,248.91,1.07
498,2445,2024-05-10,2024-05-14,2298,Debit,183.08,0.98
499,2770,2024-08-25,2024-08-27,2652,Credit,104.46,1.06
500,1464,2024-07-29,2024-07-30,2397,Debit,174.8,0.93
501,2749,2024-05-30,2024-06-03,2858,Credit,67.1,1.03
502,2578,2024-03-31,2024-04-01,2641,Credit,30.59,0.92
503,1868,2024-12-05,2024-12-07,2256,Debit,80.53,1.01
504,2637,2024-06-29,2024-06-30,2162,Credit,301.55,1.0
505,2089,2024-07-21,2024-07-25,2749,Credit,240.99,1.0
506,1405,2024-07-23,2024-07-25,2301,Credit,216.39,0.97
507,2208,2024-05-12,2024-05-15,2783,Credit,219.73,1.04
508,2173,2024-08-28,2024-08-31,2787,Debit,73.85,1.03
509,2475,2024-07-15,2024-07-16,2117,Credit,187.56,1.06
510,2426,2024-03-23,2024-03-24,2320,Credit,391.24,0.91
511,1888,2024-02-14,2024-02-15,2565,Debit,184.06,0.92
512,2053,2024-06-15,2024-06-16,2158,Debit,196.29,1.05
513,2355,2024-10-11,2024-10-14,2740,Credit,420.99,1.01
514,2631,2024-06-12,2024-06-16,2996,Credit,266.26,0.98
515,1828,2024-01-20,2024-01-22,2169,Debit,279.73,1.09
516,2506,2024-03-16,2024-03-20,2989,Debit,239.29,1.07
517,2463,2024-05-07,2024-05-11,2086,Debit,254.32,1.06
518,2499,2024-04-27,2024-04-29,2454,Credit,334.91,0.98
519,1502,2024-11-29,2024-12-01,2577,Credit,302.55,1.05
520,1689,2024-06-17,2024-06-21,2866,Debit,314.31,0.91
521,1203,2024-09-10,2024-09-11,2525,Credit,404.49,0.98
522,2787,2024-04-04,2024-04-08,2347,Debit,21.68,0.94
523,1438,2024-11-05,2024-11-08,2092,Credit,250.52,1.02
524,2736,2024-09-17,2024-09-18,2704,Credit,273.52,1.02
525,2206,2024-12-14,2024-12-17,2592,Credit,289.84,1.05
526,2431,2024-07-31,2024-08-04,2184,Credit,148.43,0.97
527,2338,2024-05-13,2024-05-17,2216,Credit,282.15,0.96
528,1601,2024-09-20,2024-09-22,2010,Credit,361.31,0.95
529,1473,2024-05-26,2024-05-27,2637,Credit,80.42,1.08
530,1466,2024-05-25,2024-05-26,2243,Debit,436.67,0.91
531,1893,2024-05-25,2024-05-26,2376,Debit,116.49,0.91
532,1209,2024-04-16,2024-04-19,2694,Debit,321.35,0.96
533,2192,2024-05-12,2024-05-13,2422,Debit,384.52,0.94
534,2740,2024-05-21,2024-05-22,2736,Debit,149.52,1.03
535,1614,2024-06-02,2024-06-06,2957,Debit,367.11,1.06
536,1150,2024-10-18,2024-10-20,2108,Credit,82.62,1.0
537,2384,2024-01-18,2024-01-22,2459,Credit,387.04,1.05
538,1452,2024-11-15,2024-11-17,2564,Credit,426.88,1.01
539,2806,2024-02-08,2024-02-12,2717,Credit,405.86,0.97
540,1145,2024-10-29,2024-11-02,2422,Credit,163.33,1.04
541,2868,2024-09-30,2024-10-03,2052,Debit,144.32,0.91
542,2106,2024-03-22,2024-03-25,2071,Credit,43.0,0.97
543,1995,2024-10-18,2024-10-19,2660,Debit,120.89,1.1
544,1454,2024-05-15,2024-05-16,2917,Debit,455.89,0.99
545,2876,2024-01-24,2024-01-28,2967,Credit,445.07,1.07
546,1313,2024-10-23,2024-10-27,2761,Debit,430.3,1.03
547,2342,2024-02-25,2024-02-27,2410,Debit,38.57,1.09
548,1244,2024-03-14,2024-03-17,2282,Credit,492.87,1.07
549,1898,2024-07-26,2024-07-27,2213,Debit,94.88,0.92
550,2320,2024-07-11,2024-07-12,2969,Debit,474.28,1.06
551,1090,2024-03-27,2024-03-31,2564,Debit,253.21,1.0
552,1114,2024-04-19,2024-04-21,2564,Debit,26.73,0.98
553,1970,2024-01-09,2024-01-12,2305,Credit,431.82,1.09
554,1823,2024-11-04,2024-11-05,2004,Credit,340.01,0.92
555,2823,2024-11-16,2024-11-19,2272,Credit,401.24,1.02
556,1510,2024-04-25,2024-04-26,2888,Credit,149.57,0.92
557,2341,2024-04-29,2024-05-03,2372,Debit,71.01,1.05
558,2277,2024-10-15,2024-10-19,2535,Credit,470.1,1.03
559,2777,2024-04-29,2024-04-30,2878,Debit,71.84,0.96
560,2229,2024-10-15,2024-10-17,2866,Credit,240.63,1.0
561,1483,2024-08-02,2024-08-04,2246,Debit,438.5,0.91
562,2289,2024-03-16,2024-03-19,2710,Credit,153.45,0.94
563,1206,2024-01-15,2024-01-17,2730,Credit,304.36,0.96
564,1822,2024-05-27,2024-05-29,2480,Debit,426.59,0.95
565,2417,2024-12-16,2024-12-19,2959,Credit,204.81,0.96
566,1316,2024-09-26,2024-09-27,2037,Debit,48.05,0.98
567,2837,2024-06-30,2024-07-03,2668,Credit,379.97,0.9
568,1881,2024-01-26,2024-01-28,2774,Credit,98.15,1.0
569,1806,2024-12-19,2024-12-22,2408,Debit,321.85,0.98
570,2361,2024-06-22,2024-06-23,2072,Debit,309.96,1.0
571,2134,2024-02-16,2024-02-17,2418,Debit,66.37,1.07
572,1564,2024-11-23,2024-11-25,2126,Debit,369.53,0.94
573,2974,2024-03-24,2024-03-26,2042,Debit,62.93,0.9
574,2017,2024-01-25,2024-01-28,2603,Credit,53.61,1.03
575,2454,2024-07-22,2024-07-24,2343,Debit,246.68,0.97
576,2595,2024-05-24,2024-05-27,2233,Credit,414.3,1.1
577,1477,2024-01-25,2024-01-28,2361,Credit,476.1,0.95
578,1782,2024-11-08,2024-11-09,2320,Debit,125.08,1.07
579,1622,2024-01-05,2024-01-08,2083,Credit,122.22,1.08
580,1608,2024-04-13,2024-04-17,2558,Debit,257.76,0.98
581,2568,2024-07-30,2024-07-31,2821,Debit,446.06,1.08
582,2361,2024-10-29,2024-10-31,2141,Debit,411.12,0.9
583,2205,2024-08-14,2024-08-16,2337,Credit,426.29,1.01
584,1852,2024-01-23,2024-01-27,2049,Debit,220.23,0.92
585,1722,2024-07-04,2024-07-06,2786,Debit,99.93,1.01
586,2305,2024-01-15,2024-01-16,2965,Credit,486.89,0.99
587,1605,2024-07-01,2024-07-05,2919,Credit,448.17,0.94
588,1475,2024-05-09,2024-05-11,2618,Debit,106.23,0.96
589,2759,2024-10-04,2024-10-08,2547,Credit,183.94,1.04
590,2920,2024-11-04,2024-11-08,2513,Credit,240.66,0.95
591,1986,2024-07-11,2024-07-14,2795,Credit,390.43,1.05
592,1189,2024-02-27,2024-03-02,2461,Credit,212.08,0.95
593,2914,2024-01-09,2024-01-13,2521,Credit,114.57,0.99
594,2355,2024-07-31,2024-08-03,2949,Debit,74.43,0.91
595,2412,2024-08-28,2024-08-30,2327,Credit,119.5,1.07
596,1567,2024-02-24,2024-02-25,2604,Credit,10.66,1.02
597,1758,2024-03-25,2024-03-28,2243,Credit,311.08,1.0
598,2099,2024-02-28,2024-03-01,2220,Credit,440.8,0.95
599,1382,2024-12-02,2024-12-04,2405,Debit,187.67,0.94
600,2438,2024-06-16,2024-06-18,2643,Debit,462.39,1.09
601,2386,2024-04-11,2024-04-14,2773,Debit,442.08,1.01
602,2432,2024-01-01,2024-01-03,2530,Credit,461.6,1.01
603,1760,2024-11-28,2024-11-29,2147,Debit,21.33,1.07
604,1040,2024-09-23,2024-09-27,2654,Debit,227.19,1.08
605,1819,2024-03-14,2024-03-17,2597,Debit,40.79,0.99
606,2807,2024-04-25,2024-04-27,2746,Credit,273.71,0.91
607,1798,2024-02-20,2024-02-22,2167,Debit,283.26,1.02
608,2773,2024-09-11,2024-09-12,2096,Credit,19.29,1.03
609,2205,2024-07-16,2024-07-20,2991,Debit,472.67,1.02
610,1265,2024-04-06,2024-04-10,2866,Credit,232.17,1.07
611,1042,2024-07-29,2024-07-30,2140,Credit,19.86,0.93
612,1291,2024-10-05,2024-10-07,2808,Debit,415.62,1.06
613,1945,2024-02-17,2024-02-21,2005,Credit,448.44,0.96
614,2413,2024-06-15,2024-06-19,2165,Debit,25.99,1.02
615,1237,2024-03-18,2024-03-22,2456,Debit,221.91,0.91
616,1164,2024-07-12,2024-07-15,2433,Debit,292.83,0.92
617,2386,2024-09-18,2024-09-21,2689,Credit,207.58,1.04
618,1431,2024-01-16,2024-01-18,2681,Debit,45.93,0.99
619,2940,2024-04-05,2024-04-07,2760,Credit,319.42,1.0
620,2165,2024-09-20,2024-09-22,2959,Debit,268.22,1.06
621,1378,2024-09-30,2024-10-01,2651,Debit,396.03,1.09
622,2137,2024-08-20,2024-08-21,2294,Debit,370.01,0.93
623,1322,2024-08-08,2024-08-12,2106,Debit,470.0,0.97
624,1880,2024-02-05,2024-02-08,2110,Credit,202.2,1.06
625,2929,2024-02-23,2024-02-25,2427,Debit,140.35,0.92
626,2061,2024-03-26,2024-03-30,2062,Credit,173.46,1.0
627,1609,2024-12-04,2024-12-06,2294,Credit,481.83,1.06
628,1476,2024-06-22,2024-06-23,2132,Credit,283.67,1.07
629,2503,2024-09-21,2024-09-22,2314,Debit,66.28,1.04
630,2279,2024-03-18,2024-03-22,2027,Credit,171.12,1.06
631,1512,2024-08-16,2024-08-19,2726,Debit,458.03,0.99
632,2828,2024-08-21,2024-08-22,2267,Debit,204.82,1.08
633,1302,2024-12-03,2024-12-07,2422,Debit,285.64,1.08
634,2490,2024-01-27,2024-01-30,2775,Debit,261.12,0.95
635,1041,2024-03-06,2024-03-07,2095,Debit,195.67,0.94
636,2221,2024-09-06,2024-09-08,2704,Debit,289.49,0.92
637,1369,2024-04-14,2024-04-15,2231,Debit,490.58,1.06
638,2352,2024-10-13,2024-10-17,2646,Credit,169.01,0.96
639,1715,2024-01-17,2024-01-20,2430,Debit,62.93,0.99
640,1806,2024-05-19,2024-05-20,2564,Credit,76.33,0.99
641,2603,2024-03-29,2024-03-30,2665,Credit,388.17,0.91
642,2067,2024-01-12,2024-01-14,2226,Credit,388.69,1.01
643,1346,2024-06-01,2024-06-02,2877,Debit,166.8,1.1
644,2858,2024-09-15,2024-09-19,2508,Credit,464.02,0.91
645,1313,2024-06-11,2024-06-15,2272,Credit,27.33,1.05
646,2351,2024-02-17,2024-02-19,2599,Debit,384.83,0.98
647,2247,2024-10-08,2024-10-10,2254,Credit,439.47,0.97
648,1756,2024-10-10,2024-10-12,2701,Debit,55.9,1.03
649,2473,2024-11-17,2024-11-19,2048,Credit,311.1,1.07
650,1203,2024-07-28,2024-08-01,2161,Debit,254.52,0.96
651,1058,2024-05-21,2024-05-25,2881,Debit,167.01,1.08
652,1742,2024-06-10,2024-06-11,2160,Debit,437.54,0.91
653,1520,2024-03-06,2024-03-10,2051,Credit,310.1,1.02
654,1301,2024-11-01,2024-11-05,2971,Credit,114.04,1.04
655,1425,2024-07-20,2024-07-23,2528,Credit,27.87,0.96
656,2245,2024-09-22,2024-09-24,2060,Credit,305.45,1.03
657,1841,2024-04-26,2024-04-30,2755,Credit,121.13,1.08
658,1911,2024-05-10,2024-05-13,2992,Debit,424.44,0.95
659,2207,2024-12-12,2024-12-15,2216,Debit,106.39,0.94
660,2973,2024-02-18,2024-02-20,2330,Debit,169.96,0.95
661,1390,2024-11-09,2024-11-13,2520,Credit,98.71,1.08
662,2473,2024-05-18,2024-05-20,2998,Credit,152.29,0.91
663,2708,2024-08-07,2024-08-11,2769,Debit,476.54,1.06
664,1133,2024-02-02,2024-02-04,2824,Debit,309.5,1.09
665,1706,2024-06-30,2024-07-03,2481,Debit,252.78,1.04
666,2862,2024-08-06,2024-08-10,2759,Credit,212.82,1.05
667,2350,2024-01-03,2024-01-07,2527,Credit,428.27,1.08
668,2798,2024-09-04,2024-09-08,2747,Credit,122.99,0.96
669,1634,2024-06-13,2024-06-17,2584,Debit,17.14,1.09
670,1392,2024-01-14,2024-01-17,2923,Debit,259.96,0.92
671,2401,2024-03-03,2024-03-04,2243,Credit,156.4,0.92
672,2293,2024-12-18,2024-12-22,2843,Credit,96.35,1.09
673,1883,2024-09-11,2024-09-13,2605,Credit,64.12,0.91
674,1680,2024-06-08,2024-06-12,2672,Credit,469.8,0.98
675,1467,2024-01-31,2024-02-01,2420,Debit,281.54,0.96
676,2930,2024-10-01,2024-10-05,2958,Credit,381.47,1.0
677,1513,2024-11-11,2024-11-15,2101,Credit,345.75,1.07
678,2690,2024-01-19,2024-01-20,2012,Debit,18.93,1.08
679,2890,2024-02-23,2024-02-27,2217,Credit,418.33,1.07
680,2210,2024-05-30,2024-05-31,2882,Debit,50.02,1.0
681,1150,2024-03-05,2024-03-06,2212,Credit,493.18,0.99
682,1049,2024-02-29,2024-03-02,2507,Credit,450.99,0.97
683,2815,2024-03-09,2024-03-12,2360,Debit,458.36,1.02
684,1734,2024-02-20,2024-02-23,2570,Credit,360.79,1.07
685,1659,2024-11-11,2024-11-14,2998,Credit,391.41,1.09
686,2432,2024-07-31,2024-08-03,2022,Debit,110.91,0.98
687,2685,2024-05-03,2024-05-04,2932,Debit,337.25,0.93
688,1198,2024-10-18,2024-10-21,2835,Credit,29.04,1.07
689,1743,2024-04-17,2024-04-19,2981,Credit,449.06,1.03
690,1968,2024-05-14,2024-05-15,2426,Credit,112.91,1.03
691,2459,2024-06-18,2024-06-19,2544,Credit,295.87,0.93
692,2570,2024-08-07,2024-08-10,2052,Credit,51.17,0.94
693,1801,2024-11-23,2024-11-26,2508,Debit,111.56,1.04
694,1280,2024-06-05,2024-06-08,2631,Debit,203.96,0.99
695,2569,2024-07-08,2024-07-12,2288,Credit,98.96,1.08
696,1286,2024-08-01,2024-08-05,2905,Credit,420.14,0.95
697,2170,2024-03-23,2024-03-25,2656,Debit,138.02,1.04
698,1151,2024-02-06,2024-02-10,2141,Debit,465.52,0.93
699,1614,2024-11-10,2024-11-12,2923,Credit,63.47,1.0
700,2257,2024-04-01,2024-04-02,2315,Credit,304.49,1.08
701,2303,2024-04-08,2024-04-09,2869,Credit,101.6,0.94
702,1395,2024-12-06,2024-12-10,2714,Debit,457.32,1.05
703,2418,2024-04-03,2024-04-07,2997,Debit,17.19,1.08
704,2654,2024-03-25,2024-03-27,2078,Debit,109.45,1.04
705,2238,2024-11-10,2024-11-12,2978,Credit,271.28,0.91
706,1729,2024-05-14,2024-05-16,2708,Credit,91.92,1.04
707,1369,2024-04-14,2024-04-15,2784,Credit,105.84,0.97
708,1509,2024-07-30,2024-08-01,2071,Credit,78.12,0.99
709,2172,2024-07-30,2024-07-31,2889,Credit,191.22,1.02
710,2797,2024-02-11,2024-02-12,2607,Debit,88.73,1.04
711,2268,2024-10-02,2024-10-06,2079,Credit,139.09,0.91
712,2221,2024-05-14,2024-05-18,2750,Debit,325.27,1.05
713,1654,2024-06-15,2024-06-19,2409,Debit,301.86,1.01
714,2049,2024-12-29,2024-12-31,2207,Credit,20.48,1.01
715,1577,2024-08-28,2024-08-31,2849,Credit,132.26,0.98
716,2773,2024-05-18,2024-05-22,2925,Credit,312.59,0.92
717,2758,2024-05-26,2024-05-29,2826,Credit,287.19,0.99
718,2305,2024-11-15,2024-11-17,2939,Debit,98.21,1.03
719,2570,2024-01-31,2024-02-03,2473,Debit,338.73,0.97
720,1324,2024-06-16,2024-06-20,2721,Debit,98.16,0.93
721,1513,2024-03-09,2024-03-10,2229,Debit,151.97,1.06
722,2861,2024-03-07,2024-03-09,2433,Debit,222.03,0.96
723,1183,2024-09-15,2024-09-16,2793,Debit,116.44,1.03
724,2880,2024-01-26,2024-01-28,2502,Debit,390.34,0.98
725,1071,2024-09-11,2024-09-12,2711,Credit,24.43,1.01
726,2160,2024-07-14,2024-07-15,2649,Credit,496.92,0.94
727,2834,2024-04-01,2024-04-03,2405,Credit,199.65,1.01
728,2555,2024-10-26,2024-10-29,2668,Credit,293.34,0.91
729,1543,2024-03-28,2024-03-30,2143,Debit,399.93,1.07
730,1803,2024-09-24,2024-09-27,2927,Credit,155.33,0.97
731,2878,2024-12-28,2024-12-30,2035,Credit,114.11,1.1
732,1383,2024-01-08,2024-01-09,2088,Debit,117.11,0.91
733,2200,2024-04-02,2024-04-06,2345,Debit,36.62,1.09
734,2006,2024-02-03,2024-02-05,2746,Debit,214.57,1.01
735,1677,2024-07-04,2024-07-08,2322,Credit,169.5,0.97
736,1843,2024-08-14,2024-08-18,2530,Credit,186.42,1.08
737,2502,2024-04-17,2024-04-20,2165,Credit,274.72,0.92
738,1041,2024-08-25,2024-08-28,2658,Credit,253.09,1.02
739,1378,2024-11-23,2024-11-25,2486,Debit,150.5,0.99
740,1171,2024-10-19,2024-10-23,2073,Debit,71.41,0.98
741,2741,2024-06-17,2024-06-20,2645,Credit,23.8,1.09
742,1018,2024-08-01,2024-08-05,2975,Credit,402.75,1.07
743,1177,2024-06-16,2024-06-19,2298,Credit,81.62,0.93
744,1871,2024-07-23,2024-07-27,2093,Debit,164.18,1.0
745,2798,2024-10-02,2024-10-05,2190,Credit,241.25,0.96
746,1461,2024-04-12,2024-04-16,2469,Credit,27.72,1.08
747,1177,2024-03-01,2024-03-04,2137,Credit,140.55,0.97
748,1006,2024-12-17,2024-12-18,2206,Credit,237.32,0.97
749,1325,2024-05-29,2024-06-02,2724,Credit,132.02,0.96
750,2810,2024-12-02,2024-12-06,2256,Debit,37.57,1.09
751,2434,2024-12-27,2024-12-28,2608,Credit,443.75,0.99
752,2217,2024-02-17,2024-02-18,2297,Credit,73.78,0.92
753,1172,2024-08-27,2024-08-28,2496,Debit,207.25,0.97
754,1656,2024-02-04,2024-02-08,2376,Debit,332.5,1.08
755,2620,2024-02-24,2024-02-27,2578,Debit,262.56,1.08
756,1856,2024-12-16,2024-12-20,2691,Credit,171.22,1.09
757,2377,2024-03-22,2024-03-26,2531,Debit,469.62,0.99
758,2624,2024-12-24,2024-12-26,2651,Debit,211.11,0.96
759,1084,2024-10-12,2024-10-14,2966,Debit,73.32,1.04
760,1766,2024-12-24,2024-12-25,2580,Debit,298.23,1.08
761,2816,2024-10-03,2024-10-07,2360,Debit,493.96,1.08
762,1326,2024-12-26,2024-12-28,2146,Credit,68.47,0.98
763,1482,2024-05-22,2024-05-23,2076,Debit,188.2,1.02
764,1564,2024-08-10,2024-08-11,2118,Debit,459.86,1.0
765,1886,2024-07-15,2024-07-17,2518,Credit,30.21,1.09
766,1707,2024-02-16,2024-02-19,2957,Debit,175.08,1.01
767,1607,2024-11-30,2024-12-04,2558,Debit,110.62,1.05
768,1935,2024-09-13,2024-09-16,2421,Credit,456.61,0.96
769,2125,2024-03-26,2024-03-27,2778,Debit,17.88,1.03
770,1604,2024-12-28,2025-01-01,2933,Debit,145.05,0.97
771,1080,2024-09-21,2024-09-22,2231,Credit,341.28,0.95
772,1785,2024-10-15,2024-10-19,2201,Credit,220.36,1.03
773,2510,2024-11-10,2024-11-11,2400,Debit,84.07,0.99
774,2736,2024-07-08,2024-07-10,2394,Debit,309.22,0.92
775,1882,2024-06-17,2024-06-20,2472,Credit,34.28,1.06
776,2773,2024-09-10,2024-09-12,2058,Debit,398.73,0.97
777,1631,2024-11-07,2024-11-09,2097,Debit,317.45,1.02
778,1343,2024-11-14,2024-11-17,2879,Credit,180.44,0.93
779,1788,2024-12-26,2024-12-30,2075,Debit,274.7,1.1
780,2385,2024-12-06,2024-12-10,2753,Debit,204.46,0.99
781,2996,2024-08-26,2024-08-28,2592,Debit,405.69,0.96
782,2710,2024-12-21,2024-12-23,2506,Debit,319.41,0.98
783,2327,2024-12-10,2024-12-14,2325,Debit,123.28,0.95
784,1540,2024-04-07,2024-04-09,2009,Debit,441.35,0.93
785,1079,2024-02-17,2024-02-21,2032,Debit,147.45,1.02
786,2706,2024-06-18,2024-06-22,2867,Debit,254.62,1.08
787,2045,2024-05-14,2024-05-15,2053,Debit,91.54,1.1
788,2156,2024-01-24,2024-01-26,2161,Debit,427.22,0.91
789,2223,2024-10-17,2024-10-19,2413,Debit,207.18,1.03
790,1033,2024-09-04,2024-09-06,2834,Debit,356.23,1.08
791,1910,2024-01-20,2024-01-21,2982,Credit,113.06,0.96
792,1751,2024-03-21,2024-03-25,2550,Debit,400.25,1.08
793,1595,2024-07-05,2024-07-09,2523,Credit,80.03,0.94
794,2442,2024-08-19,2024-08-21,2643,Credit,215.69,1.01
795,2299,2024-09-16,2024-09-17,2150,Credit,24.58,0.92
796,2694,2024-02-14,2024-02-15,2644,Credit,370.56,0.96
797,1132,2024-07-12,2024-07-16,2661,Debit,286.42,1.0
798,1334,2024-02-20,2024-02-22,2737,Debit,61.71,0.93
799,1407,2024-02-13,2024-02-16,2353,Debit,208.14,0.93
800,1531,2024-09-12,2024-09-16,2760,Credit,317.16,0.97
801,2668,2024-01-23,2024-01-24,2954,Credit,122.16,0.92
802,1590,2024-02-24,2024-02-27,2938,Debit,370.6,0.92
803,1549,2024-04-03,2024-04-06,2088,Debit,239.12,1.0
804,2791,2024-10-20,2024-10-23,2426,Credit,172.6,1.07
805,1003,2024-01-14,2024-01-15,2256,Debit,420.7,1.1
806,1580,2024-11-08,2024-11-11,2889,Credit,422.84,1.07
807,1983,2024-11-25,2024-11-29,2366,Debit,39.6,1.01
808,1308,2024-12-01,2024-12-05,2556,Debit,55.82,1.01
809,2900,2024-10-26,2024-10-27,2894,Credit,300.47,1.05
810,2417,2024-03-25,2024-03-28,2482,Credit,497.5,1.0
811,1562,2024-08-03,2024-08-07,2856,Credit,369.09,0.91
812,1170,2024-08-17,2024-08-18,2327,Debit,409.87,1.06
813,2471,2024-06-18,2024-06-22,2848,Credit,335.12,1.06
814,2872,2024-08-05,2024-08-07,2244,Credit,383.14,1.08
815,1548,2024-05-08,2024-05-12,2799,Debit,262.45,1.09
816,1455,2024-02-03,2024-02-07,2912,Debit,426.87,0.95
817,2461,2024-12-07,2024-12-10,2239,Credit,410.38,1.07
818,2894,2024-10-08,2024-10-12,2280,Debit,373.06,0.92
